CDKKRA03;Customer Codeword: Knock control limit cylinder 3
CDKKRA04;Customer Codeword: Knock control limit cylinder 4
CDKKRA05;Customer Codeword: Knock control limit cylinder 5
CDKKRA06;Customer Codeword: Knock control limit cylinder 6
CDKKRA07;Customer Codeword: Knock control limit cylinder 7
CDKKRA08;Customer Codeword: Knock control limit cylinder 8
CDKKRNT;Customer Codeword: Knock control zero test
CDKKROF;Customer Codeword: Knock control offset
CDKKRTP;Customer Codeword: Knock control test pulse
CDKKS3;Customer Codeword: Knock sensor 3
CDKKS4;Customer Codeword: Knock sensor 4
CDKLASH2;Customer Codeword: Post-cat lambda sensor aging (Bank 2)
CDKLATP;Customer Codeword: Lambda sensor aging TP
CDKLATP2;Customer Codeword: Lambda sensor aging TP (Bank 2)
CDKLATV;Customer Codeword: Lambda sensor aging TV
CDKLATV2;Customer Codeword: Lambda sensor aging TV (Bank 2)
CDKLDO;Customer Codeword: Boost pressure characteristic upper limit exceeded
CDKLDP;Customer Codeword: Leak diagnosis pump (LDP)
CDKLDPE;Customer Codeword: Leak diagnosis pump power stage
CDKLDRA;Customer Codeword: Boost pressure control deviation
CDKLLR;Customer Codeword: Idle control at limit
CDKMD04;Customer Codeword: Misfire cylinder 4
CDKMD05;Customer Codeword: Misfire cylinder 5
CDKMD06;Customer Codeword: Misfire cylinder 6
CDKMD07;Customer Codeword: Misfire cylinder 7
CDKMD08;Customer Codeword: Misfire cylinder 8
CDKNWKW;Customer Codeword: Camshaft-to-Crankshaft assignment
CDKNWKW2;Customer Codeword: Camshaft 2-to-Crankshaft assignment
CDKNWS2;Customer Codeword: Camshaft control (Bank 2)
CDKRKAT;Customer Codeword: Lambda adaptation per time
CDKRKAZ;Customer Codeword: Lambda adaptation additive per ignition
CDKRNT;Codeword: Knock control diagnosis integrator slope
CDKROF;Codeword: Knock control diagnosis reset value
CDKRTP;Codeword: Knock control diagnosis test pulse
CDKSCR;Customer Codeword: CRASH signal
CDKSGEEP;Customer Codeword: ECU defective (EEPROM)
CDKSGEEW;Customer Codeword: ECU defective (EEPROM Immobilizer area)
CDKSLPE;Customer Codeword: Secondary air pump (power stage)
CDKSLS;Customer Codeword: Secondary air system
CDKSLV;Customer Codeword: Secondary air valve
CDKSLVE;Customer Codeword: Secondary air valve (power stage)
CDKSLWG;Customer Codeword: Waste-Gate actuation
CDKSUE;Customer Codeword: Intake manifold changeover power stage
CDKSWE;Customer Codeword: Rough road detection acceleration sensor
CDKTESF;Customer Codeword: Tank venting system fine leak
CDKTEVE2;Customer Codeword: Tank venting valve power stage Bank 2
CDKTUN;Customer Codeword: Tuning protection
CDKUFSKA;Customer Codeword: Monitoring: Safety fuel cutoff
CDTDSS;Tester Codeword: Intake manifold pressure sensor
CDTLATP;Tester Codeword: Lambda sensor aging TP
CDTLATP2;Tester Codeword: Lambda sensor aging TP (Bank 2)
CDTLATV;Tester Codeword: Lambda sensor aging TV
CDTLATV2;Tester Codeword: Lambda sensor aging TV (Bank 2)
CDTMD04;Tester Codeword: Misfire cylinder 4
CDTMD05;Tester Codeword: Misfire cylinder 5
CDTMD06;Tester Codeword: Misfire cylinder 6
CDTMD07;Tester Codeword: Misfire cylinder 7
CDTMD08;Tester Codeword: Misfire cylinder 8
CDTNWKW2;Tester Codeword: Camshaft 2-to-Crankshaft assignment
CDTNWS;Tester Codeword: Camshaft control
CDTNWS2;Tester Codeword: Camshaft control (Bank 2)
CDTSLWG;Tester Codeword: Waste-Gate actuation
CDTTOL;Tester Codeword: Oil temperature
CDTTUN;Tester Codeword: Tuning protection
CFRA;Codeword: Adaptation of control stroke in Lambda control
CIDATV;Component ID for ATV one-time check
CIDATV2;Component ID for ATV one-time check Bank 2
CIDTP;Component ID for period duration TP one-time check
CIDTP2;Component ID for period duration TP one-time check Bank 2
CLADSS;Error class: Intake manifold pressure sensor
CLAKRA05;Error class: Knock control limit cylinder 5
CLAKRA06;Error class: Knock control limit cylinder 6
CLAKRA07;Error class: Knock control limit cylinder 7
CLAKRA08;Error class: Knock control limit cylinder 8
CLALATP;Error class: Pre-cat lambda sensor aging TP
CLALATP2;Error class: Pre-cat lambda sensor aging TP Bank 2
CLALATV;Error class: Pre-cat lambda sensor aging TV
CLALATV2;Error class: Pre-cat lambda sensor aging TV Bank 2
CLAMD04;Error class: Misfire cylinder 4
CLAMD05;Error class: Misfire cylinder 5
CLAMD06;Error class: Misfire cylinder 6
CLAMD07;Error class: Misfire cylinder 7
CLAMD08;Error class: Misfire cylinder 8
CLANWKW2;Error class: Camshaft 2-to-Crankshaft assignment
CLANWS;Error class: Camshaft control
CLANWS2;Error class: Camshaft control Bank 2
CLASLWG;Error class: Waste-Gate actuation
CLATOL;Error class: (Engine) Oil temperature TOL
CLATUN;Error class: Tuning protection
CLRHK;Codeword for post-cat Lambda control on/off
CLRKA;Codeword for O2-Catalyst clearing function
CLRMSFS;Codeword for Lambda control lean/rich protection on/off
CSCATT;Eurobyte for SCAN tool
CWAGRT;Codeword for exhaust gas temp model inclusion in BGAGR
CWBBFGR;Codeword for BBFGR
CWBGMSGR;Codeword for gradient formation in BGMSZS
CWDLSA;Codeword for pre-cat sensor aging one-time check (application)
CWDVMX;Codeword SW switch for integrator init during VMAX control
CWFGRMD;Codeword for FGRMD
CWGGLSV;Codeword for Ri evaluation pre-cat sensor (heater not fully on)
CWNWLL;Codeword to deactivate idle condition for camshaft control
CWNWS;Codeword Camshaft control
DFRBAF;Delta lambda controller for BA rich detection
DFRBAM;Delta lambda controller for BA lean detection
DFRMN;Min lambda deviation for stationary condition and ÜK adaptation
DFRMOFNX;frm-offset threshold (negative): pre-control problem check
DFRMOFPX;frm-offset threshold (positive): pre-control problem check
DFRSPS;Stroke of lambda control factor (target value)
DFRVAF;Delta lambda controller for VA rich detection
DFRVAM;Delta lambda controller for VA lean detection
DLAMKR;Threshold for enrichment activation during ignition retard
DMLLNG;Idle control: D-gain based on ngasf for air path
DMLLNGV;Idle control: D-gain based on ngasf for air path
DMRFGRAL;Delta relative torque during slow cruise control (FGR) deactivation
DMRKTD;Torque reserve for catalyst diagnosis
DMSLIFTMN;Delta mslift threshold for stable measurement detection
DNDWG;Delta speed for constant drive detection during Waste-Gate diagnosis
DNFSAKH;Reduction of catalyst heating target speed (B_fs=1)
DNLLAKH;Reduction of catalyst heating target speed (B_fs=0)
DPLSDWG;Max Delta plsol for Waste-Gate diagnosis
DPVDKDWG;Min Delta pressure before throttle for Waste-Gate diagnosis
DPVLMS;Air filter pressure drop for tank venting mass flow calculation post-charger
DPVRDKMN;Relative Delta pressure before throttle for Waste-Gate diagnosis
DRISIGV;Diagnosis threshold Ri sensor for signal interruption pre-cat
DRLDWG;Delta engine load for constant drive detection during Waste-Gate diagnosis
DRLKTDP;Threshold for load change in catalyst diagnosis
DRLPTT;Threshold for load change in catalyst diagnosis (tester actuation)
DRLSPMN;Min load change between 2 sensor jumps for ÜK adaptation
DTUMTA;Offset Intake air temperature -> Ambient temperature
DTVKAML;Delta-tv for catalyst clearing (load dependent)
DTVKAML2;Delta-tv for catalyst clearing (load dependent) Bank 2
DUSRIV;Delta pre-cat sensor voltage between new/old value in Ri measurement grid
DUSSPV;Delta pre-cat sensor voltage between new/old value for jump measurement
DVFGREO;Delta speed for upper cruise control (FGR) activation speed
DVFGREU;Delta speed for lower cruise control (FGR) activation speed
DVZVRWA1_0_A;Delta target/actual speed for transition to Landing-Mode Range 1
DVZVRWA1_1_A;Delta target/actual speed for transition to Landing-Mode Range 1
DVZVRWA2_0_A;Delta target/actual speed for transition to Landing-Mode Range 2
DVZVRWA2_1_A;Delta target/actual speed for transition to Landing-Mode Range 2
DVZVRWA3_0_A;Delta target/actual speed for transition to Landing-Mode Range 3
DVZVRWA3_1_A;Delta target/actual speed for transition to Landing-Mode Range 3
DWNWEMXT;Theoretical max delta between intake valve retard and advance position
ENASAG;Enable engine braking (SA) gear-dependent
FALRKTD;Gain factor for lambda controller amplitude
FALRKTT;Gain factor for lambda controller amplitude (tester operation)
FATMRML;Factor for distribution of exhaust/pipe wall temperature
FDVAGR;Temperature factor for EGR throttle flow
FFRITMS;Factor for lambda controller I-dynamics vs tmst
FFWEKA;Weighting factor for re-injection factor fwe in rich area
FHSTT;Hot start factor
FKHLA;Weighting factor target lambda for catalyst heating
FKHMD;Weighting factor torque reserve for catalyst heating
FKMRFGRN;Correction factor for relative torque from cruise control
FKSTT;Cold start factor
FLAMKRN;Weighting factor for enrichment during ignition retard
FLMLKAPR;Factor for evaluating measured stored oxygen
FLRAG;Load controller gain for AT
FLRFKATE;Weighting of adaptation value fkatei for controller parameter adjustment
FLRM;Factor for lambda controller I-dynamics vs tmot
FMFKR;Center frequency for knock control bandpass filter
FMIUGDS;Factor maximum torque for unthrottled operation
FMLKAMA;Factor for evaluating integrated air mass threshold for cat clearing stop
FMSL2;Secondary air mass correction factor Bank 2
FNSA;Post-start enrichment
FRARAG;Gain factor for AT
FRINV1;Multiplicative factor for pre-cat RIN target
FRIPDSL1;Factor for adjusting fri and frp during Phase 1 with DSLSLR active
FRIPDSL4;Factor for adjusting fri and frp during Phase 4 with DSLSLR active
FRIPDTES;Factor for adjusting fri and frp during DTEV active
FRIPTES;Factor for adjusting fri and frp in case of error
FRLKEVT;Correction max rl based on valve temperature
FRMINSLS;Min lambda control factor during Phase 1 of secondary air diagnosis
FRTEMX;Upper control range limit in case of error
FTSLWSDN;Factor closure time during load change impact damping
FWSTAA2;Weighting post-start switchover threshold
FWSTAA3;Weighting post-start reduction Range 1
FWSTAA4;Weighting post-start reduction Range 2
FZWSTNM;Ignition angle during start
FZWSTTM;Ignition angle during start
IMLKAXTK;Threshold f(tkatm_w) integrated air mass for cat clearing stop
IMLSLMX;Max ratio factor psum_w/mlsu for SLS activation
IMSLADAP;Air mass integral threshold for adaptation retry
ITNMAXP;Duration for active alternative engine speed limit tuning
IVDN;Idle control: I-gain when vehicle is stationary
IVDNDTE;Idle control: I-gain during DTEV
IVDNV;Idle control: I-gain when vehicle is moving
KATBFML;Filter time constant for signal damping in catalyst load
KATBFMN;Threshold for low catalyst load
KATBFMNT;Threshold for low catalyst load (tester actuation)
KATBFN;Normalized average sensor amplitude
KATBFXM;Max catalyst load threshold for stop condition
KATBSG;Catalyst storage size for catalyst load
KATBSH;Offset for lambda control slightly in rich area
KATBSHF;Gain factor for control position difference
KATMEXML;Exothermic temperature in catalyst tkatm
KDLASHKI;Characteristic over dlashkm, weighting factor for I-component in LRHK
KDLASHKP;Characteristic over dlashkm, weighting factor for P-component in LRHK
KFATMLA;Map: Exhaust gas temp correction = f(Lambda)
KFATMZW;Map: Exhaust gas temp correction = f(Ignition retard)
KFBS;Map for bank-selective mixture factor
KFDMDARU_0_A;Lower threshold for torque intervention
KFDMDARU_1_A;Lower threshold for torque intervention
KFFTAGRV;Map: Temp drop factor in EGR line to EGR valve
KFFTDAG;Map: Temp drop factor in EGR line to injection point
KFFTV;Weighting map for TVLRH
KFKSWF;Map for catalyst protection weighting factors
KFLASWLRL;Offset target engine lambda
KFMDDSLA;Map: Torque reserve during tester secondary air diagnosis
KFMDKH;Map: Torque reserve for catalyst heating
KFMDKHLL;Map: Torque reserve for catalyst heating at idle
KFMIRED;Map: Reduction torque for VMAX control
KFMIZUNS;Permissible torque during post-start expansion
KFMSNTAG;Normalized EGR mass flow
KFNWWL;Map: Camshaft control during warm-up
KFRI;I-Map
KFRI2;Lambda control I-Map Bank 2
KFRINV;Map for Nernst internal resistance pre-cat
KFRP;P-Map
KFRP2;Lambda control P-Map for right exhaust bank
KFRTV;TV-Map (Lambda control switchover delay)
KFRTV2;TV-Map (Lambda control switchover delay) Bank 2
KFTAGAV;EGR temperature at exhaust valve
KFTATM;Map: Exhaust gas temp f(nmot,rl)
KFTPKOR;Correction map for measured period duration TP
KFUSHK;Sensor voltage target for post-cat control
KFWHSTT;Weighting map hot start
KIFZGAG;Integrator gain of vehicle model for AT
KINMXG;Transfer factor I-controller for NMAX control
KLATMZWE;Exothermic temp decrease in cat at retarded ignition angle
KLDTMRS;Curve: Engine temp gradient in overrun for reference model
KLNWRLTM;Weighting of relative target charge over engine temp for KFNWS
KRNLZ;Speed threshold above which lead cylinder guidance is active
LAMDSLMX;Max engine lambda for diagnosis condition
LAMKAML2;Target lambda for catalyst clearing (load dependent) Bank 2
LAMTESO;Lambda threshold below which tank venting should be active
LDRQ0DY;LDR controller parameter Q0
LDRQ1DY;LDR controller parameter Q1 (Integration coefficient)
LIMTKOA;Time threshold to deactivate compressor indefinitely
LURBRL;Rough running reference value when vehicle is stationary
MDHYST;Hysteresis for target torque limitation (Level 1 monitoring)
MDSLPE;Torque for secondary air pump compensation (switch-on)
MDST;Start torque
MKFADPN;Clutch torque for dashpot filter time switchover
MLSUS_2_A;Target air mass integral for engine-based catalyst heating
MLWDSLAMX;Max air mass for adaptation/additional diagnosis (16-bit)
MLWDSLKMX;Max air mass for short-test diagnosis (16-bit)
MLWDSLMX;Max air mass for diagnosis condition (16-bit)
MLWDSLOMX;Max air mass for frm-offset measurement (16-bit)
MRFARUGD;Reset threshold for linear pedal path in unthrottled area
NARLL_0_A;Speed threshold for AR at idle
NARLL_1_A;Speed threshold for AR at idle
NASNOT;Speed threshold for ASR prohibition due to stall protection
NDKTSO;Upper speed limit for DKAT-active
NDKTSOT;Upper speed limit for function request
NDKTSU;Lower speed limit for DKAT-active
NDKTSUT;Lower speed limit for function request
NDSLMN;Min speed for secondary air diagnosis window
NDSLMX;Max speed for secondary air diagnosis window
NMINVMX;Minimum speed threshold for VMAX control
NMXPG;P-component for NMAX control
NOVZTE;Codeword: Do not delay target duty cycle
NTEB;Increased target idle speed for heavily loaded AKF
NTEBFS;Increased target idle speed for loaded AKF (B_fs=1)
NTPKTO;Upper speed threshold for period duration short test
NTPKTU;Lower speed threshold for period duration short test
NTPVKO;Upper speed threshold for pre-cat period duration monitoring
NTPVKU;Lower speed threshold for pre-cat period duration monitoring
NWAFMN;Min speed for camshaft flank angle adaptation
NWAFMX;Max speed for camshaft flank angle adaptation
NWSOS;Camshaft control upper switch threshold
NWSUS;Camshaft control lower switch threshold
PAGAVML;Exhaust backpressure at exhaust valve
PLRHAV;Weighting factor of P-component in LRHK over catalyst aging
PLRHML;P-component LRHK with weighted post-cat sensor voltage diff
PRGNM;Internal exhaust partial pressure dependent on speed
PUDWG;pu-threshold for Waste-Gate diagnosis
PVDN;Idle control: P-gain when vehicle is stationary
PVDNV;Idle control: P-gain when vehicle is moving
PVLDN;Idle control: P-gain when stationary (air component)
PVLDNV;Idle control: P-gain when stationary (air component)
QUFRMN;Min fri-quotient for lambda controller stationary condition
QUFRMX;Max fri-quotient for lambda controller stationary condition
RINVMX;Limit Nernst sensor internal resistance Ri to max value
RISIGRESV;Threshold for reset signal interruption with pre-cat Ri-diagnosis
RLDKTOT;Upper load limit for function request
RLDKTSO;Upper load characteristic for DKAT-active
RLDKTSU;Lower load characteristic for DKAT-active
RLDKTUT;Lower load limit for function request
RLDLLR;Charge threshold for idle control (LLR) diagnosis
RLDSLMN;Min relative charge for diagnosis condition
RLDSLMX;Max relative charge for diagnosis condition
RLLRTMO;Curve over tmot, upper rL control limit for pre-cat controller
RLRVAO;Upper rL threshold for triggering adaptation (VA) lock
RLTPKTO;Upper load threshold for period duration short test
RLTPKTU;Lower load threshold for period duration short test
RLTPVKO;Upper load threshold for pre-cat period duration monitoring
RLTPVKU;Lower load threshold for pre-cat period duration monitoring
RLVMXN;Maximum volume flow with open throttle valve
RLVSMXN;Maximum volume flow with open throttle valve and SU
RMSLADA;Diagnosis threshold for adaptation
SAFK2;Filter constant 2 for lambda sensor signal output
SDLDSUA;Threshold for active dynamic overrun air valve control
SDN06LLSB;Nodes distribution speed difference (10 nodes, idle control)
SML05DKUB;Nodes distribution air mass
SML06TMUB;Nodes distribution air mass (6 nodes)
SML08LHUB;ml-dependent nodes (8 nodes)
SNM05DKUB;Nodes distribution engine speed (nmot)
SNM16ZUUB;Nodes distribution speed (16 nodes)
SRL12ZUUB;Nodes distribution relative air charge (12 nodes)
SZANSSM;Switchover threshold for post-start factor reduction
TABGMEX;Exhaust temp below cat light-off temperature
TABGMSLAD;Exhaust temp threshold for adaptation trigger
TATMSA;Exhaust temperature during overrun cutoff
TATMTP;Exhaust gas dew point temperature
TATMWMK;Temperature offset for heat quantity calculation
TBLRH2;Post-cat control lock time after pre-cat control enable Bank 2
TCRDWG;Time for counter reset after idle for Waste-Gate diagnosis
TDDMSLIFT;Debounce time for stable mslift detection
TDDNWS;Delay time for camshaft position diagnosis enable
TDFRDSLS;Time threshold for fr_w leaning due to Min-Flow
TDFRKAD;Reduction time for controlled catalyst clearing
TDFRKAU;Activation time for controlled catalyst clearing
TDKATAKT;Threshold cycle finished if active monitoring time > TDKATAKT
TDKATATT;Threshold cycle finished for function request
TDMES4OFF;Debounce time for Phase 4 termination when leaving window
TDWGA;Time for open Waste-Gate diagnosis
TDWGF;Debounce time input conditions 1 for Waste-Gate diagnosis
TEBF;Fuel pump (EKP) on-time for initial fuel system filling
TFGRARLG;Ramp time during slow cruise control (FGR) deactivation
TFGRASR;Time for cruise control (FGR) deactivation during ASR intervention
TFGRMSR;Time for cruise control (FGR) deactivation during MSR intervention
THEV;Time for max pre-cat sensor heating after start
THHA2;Off-time for post-cat sensor 2 heater reduction at 13V
THSHKTK;Curve for sensor heater off-duration vs exhaust temp post-cat
THSRIV;Delayed readiness of Ri measurement after pre-cat heater on
THSVKTA;Curve for sensor heater off-duration vs exhaust temp pre-cat
THVA;Off-time for pre-cat sensor heater reduction at 13V
THVA2;Off-time for pre-cat sensor 2 heater reduction at 13V
THVAWU;Off-time during pre-cat sensor heater power reduction
TKATMLRH;Post-cat lambda control activation cat model temperature
TKATMLRH2;Post-cat lambda control activation cat model temperature Bank 2
TKHLL;Cat heating idle stop time
TKHLLMX;Max time for increased cat heating idle speed
TKOAMNPED;Min compressor off-time during acceleration via B_kobped
TKTPVK;Exhaust temp cat (from ATM) for pre-cat TP-monitoring
TMASO;Time after overrun for shared sensor ground open
TMAXKAT;Max catalyst temperature for catalyst diagnosis
TMDNW;Min engine temperature for camshaft control diagnosis
TMDWG;tmot threshold for Waste-Gate diagnosis
TMINKAT;Min catalyst temperature for monitoring
TMNEB;Engine temp threshold for pre-cat sensor shunt measurement
TMNKATT;Min catalyst temperature for monitoring during tester operation
TMNWWLO;Upper temp threshold for camshaft adjustment during warm-up
TMNWWLU;Lower temp threshold for camshaft adjustment during warm-up
TMOHSMN;Min engine temperature for sensor heating
TMSV;Engine temp threshold for pre-cat sensor cold start detection
TMSVA;Engine stop temp threshold for pre-cat sensor cooling measurement
TNMAXP;Dwell time in NMAX until tuning switchover
TNMXPR;Speed prediction horizon for NMAX control
TNSTDN;Time after start for shunt fault diagnosis (monoflop)
TPNSMD;Check time after start for torque limit diagnosis
TPVL;Time for fuel pump pre-run
TREHS;Time for sensor heater restart
TRIAKTV;Duration for current pre-cat Ri calculation
TRIIMPV;Duration for pump pulse for both pre-cat banks
TRSA;Monitoring time Control (pre-cat) -> Sensor Off
TSBBVTMS;Delay for Lambda control activation after sensor readiness
TSFDSS;Error sum time: Intake manifold pressure sensor
TSFKRA05;Error sum time: Knock control limit cylinder 5
TSFKRA06;Error sum time: Knock control limit cylinder 6
TSFKRA07;Error sum time: Knock control limit cylinder 7
TSFKRA08;Error sum time: Knock control limit cylinder 8
TSFLATP;Error sum time: Lambda sensor aging TP
TSFLATP2;Error sum time: Lambda sensor aging TP (Bank 2)
TSFLATV;Error sum time: Lambda sensor aging TV
TSFLATV2;Error sum time: Lambda sensor aging TV (Bank 2)
TSFMD04;Error sum time: Misfire cylinder 4
TSFMD05;Error sum time: Misfire cylinder 5
TSFMD06;Error sum time: Misfire cylinder 6
TSFMD07;Error sum time: Misfire cylinder 7
TSFMD08;Error sum time: Misfire cylinder 8
TSFNWKW2;Error sum time: Camshaft 2-to-Crankshaft assignment
TSFNWS;Error sum time: Camshaft control
TSFNWS2;Error sum time: Camshaft control Bank 2
TSFSLWG;Error sum time: Waste-Gate actuation
TSFTOL;Error sum time: Oil temperature
TSFTUN;Error sum time: Tuning protection
TSPERN;Lock time P-jump after sensor jump
TSPERN2;Lock time P-jump after sensor jump Bank 2
TSTEAA;Lock time after B_te (TEA active)
TSVKKTO;Upper period duration limit for SVK short test
TSVKKTU;Lower period duration limit for SVK short test
TSVKO;Upper period duration limit for pre-cat lambda sensor
TSVKU;Lower period duration limit for pre-cat lambda sensor
TUPWBWF;Error time for movement detection
TUSBELV;Time for holding sensor voltage after pre-cat pulse load
TUSDU;Delay time for wire short and sensor limited voltage swing pre-cat
TUSDUC;Delay time code for pre-cat sensor wire short detection
TUSEINH;Delay time for post-cat sensor operational readiness
TUSEINV;Delay time for pre-cat sensor operational readiness
TUSFETT;Delay time for low-resistance shunt to Ubatt pre-cat
TVDNWS;Wait time after start until DNWS allowed
TVFRG;Delay time after start until charge controller enable
TVHSEE;Debounce time for heater power stage error
TVHSV;Switch-on delay for pre-cat sensor heater
TVHSVMX;Switch-on delay for max pre-cat sensor heater
TVKTDTK;Temp-dependent delay time for catalyst diagnosis
TVLRHMN;Lower limit for tv-correction
TVLRHMN2;Lower limit for tv-correction (asymmetric) Bank 2
TVLRHMX;Upper limit for tv-correction
TVLRHMX2;Upper limit for tv-correction (asymmetric) Bank 2
TVMXPR;Speed prediction horizon for VMAX control
TVNWF;Delay time for camshaft switch enable to advanced
TVNWNST;Camshaft time delay after start
TVNWS;Delay time for camshaft adjustment
TVWDKS;Delay time for target throttle angle
TWDDTV;Wait time for Ready-Flag of Delta-TV diagnosis (DLSA)
T_NOMALL;Timeout time All-Wheel Drive message
UNWDNWS;Camshaft revolutions for camshaft diagnosis debounce
URLNM;Conversion factor ps->rl dependent on nmot_w
USDBO;Upper threshold wire short and sensor limited voltage swing
USDBU;Lower threshold wire short and sensor limited voltage swing
USFHK;Sensor voltage threshold for rich detection post-cat
USHKAMN;Post-cat sensor voltage for O2-filled catalyst detection
USHOV;Upper sensor voltage threshold for max pre-cat heater
USHUV;Lower sensor voltage threshold for max pre-cat heater
USMASO;Sensor voltage threshold for shared sensor ground open
USMHK;Sensor voltage threshold for lean detection post-cat
USR;Control threshold for pre-cat regulation
USREF;Readiness threshold for rich mixture (pre-cat)
USREM;Readiness threshold for lean mixture (pre-cat)
USRIMINV;Min voltage threshold for pre-cat Ri measurement
USRIOV;Upper voltage threshold for pre-cat Ri measurement
USRIUV;Lower voltage threshold for pre-cat Ri measurement
USVKAMX;Pre-cat sensor voltage for catalyst clearing lean detection
VABSCH;Vmax controller cutoff threshold (variant coded)
VASRM;Speed threshold for rough road detection
VHYST;Vmax hysteresis threshold (variant coded)
VMAXO;Vmax limit value (16 variant line)
VMAXP;P-component for VMAX control
VVORH;Vmax lead threshold (variant coded)
WEEM;Pre-storage angle correction
WEESTM;Pre-storage angle correction during start
WEESTS;Angle limit for injection end for sim. start triggers
WMABGKH;Factor for heat correction during catalyst heating
WNWA;Limit angle for active camshaft actuator
WNWASA;Exhaust valve closing angle at camshaft stop
WNWEOA;Intake valve opening angle at camshaft stop
WNWIMXT;Theoretical maximum actual camshaft angle
WNWP;Limit angle for passive camshaft actuator
WNWSPS2_0;Target angle Flank 0 Camshaft 2 in reference position
WNWSPS2_1;Target angle Flank 1 Camshaft 2 in reference position
WNWSPS2_2;Target angle Flank 2 Camshaft 2 in reference position
WNWSPS2_3;Target angle Flank 3 Camshaft 2 in reference position
WNWSPS_0;Target angle Flank 0 Camshaft 1 in reference position
WNWSPS_1;Target angle Flank 1 Camshaft 1 in reference position
WNWSPS_2;Target angle Flank 2 Camshaft 1 in reference position
WNWSPS_3;Target angle Flank 3 Camshaft 1 in reference position
WNWUEMNT;Theoretical minimum camshaft valve overlap angle
ZATMAML;Time constant for exhaust gas temperature model
ZATMKML;Time constant for catalyst temperature model (tkatm)
ZATMRML;Time constant for exhaust temperature model (pipe wall)
ZBFIL;Time constant for acceleration filter
ZDFR;Low-pass reduction factor for fr control stroke adaptation
ZDKATAD;Filter time constant of differentiators for signal amplitude
ZDKATAF;Time constant absolute value filter for signal amplitude
ZDKTBD;Time constant of differentiators for FR AC-component
ZDKTBF;Time constant for gas mixing process pre-cat
ZFRIV;Attenuation factor for pre-cat Ri-Nernst filter
ZFTSVK;Filter time constant for pre-cat sensor period duration
ZFUKA;Change rate of adaptive ÜK correction factor
ZIDFBM;Counter increment per gap correction during BM check
ZIDNOBM;Counter increment after loss of reference mark
ZIVMAX;I-slope for VMAX control
ZKARIV;Filter time constant ceramic temp dynamics from pre-cat exhaust
ZKFRAO;Time constant for frao-integrator
ZKFRAU;Time constant for frau-integrator
ZKLAMKR;Filter time constant enrichment factor during ignition retard
ZKLAWLRL;Time constant weighting for lamwlrl_w
ZKPRIV;Filter ceramic temp dynamics from pre-cat electrical heating
ZKRKAT;Integration speed for rkat integrator
ZKRKAZ;Integration speed for rkaz integrator
ZKWNWI;Time constant for filtering actual camshaft angle (wnwi)
ZLRFRI;Time constant for ramping tmst-dependent weight factor FFRITMS
ZLRHML;Load-dependent time constant for post-cat lambda controller
ZNOSTMX;Number Ignition-On without start-end for no EKP pre-run
ZNSLFA;Low-pass time constant for target idle speed increase
ZTAGR;Time constant for EGR temp model at injection point
ZTAGRV;Time constant for EGR temp model at EGR valve
ZUKK;Reduction factor short-term component
SRLLKH;Minimum air charge for fault healing of leak before throttle valve
DRLKTDPT;Load change threshold in catalyst diagnosis during tester actuation
APULSMX;Maximum number of pulses for single pulse actuation
BLDPMX;Max vehicle acceleration for 0.5 mm leak diagnosis
CDCAAA;Dummy: Start of table
CDCAATUN;CARB Codeword: Tuning protection
CDCAAVE;CARB Codeword: Charcoal filter shut-off valve (power stage)
CDCAGRE;CARB Codeword: EGR power stage monitoring
CDCAGRF;CARB Codeword: EGR flow monitoring
CDCATR;CARB Codeword: Exhaust gas temperature control
CDCATR2;CARB Codeword: Exhaust gas temperature control Bank 2
CDCATS;CARB Codeword: Exhaust gas temperature sensor
CDCATS2;CARB Codeword: Exhaust gas temperature sensor Bank 2
CDCBKVP;CARB Codeword: Brake booster pump
CDCBKVPE;CARB Codeword: Brake booster pump (power stage)
CDCBM;CARB Codeword: Reference mark sensor
CDCBREMS;CARB Codeword: Brake pedal sensor
CDCBWF;CARB Codeword: Pedal value sensor (PWG) movement
CDCCAIR;CARB Codeword: Airbag message
CDCCAIRP;CARB Codeword: Implausible airbag message
CDCCAS;CARB Codeword: CAN interface, ASC timeout
CDCCAT;CARB Codeword: CAN interface, ASR timeout
CDCCGE;CARB Codeword: CAN interface, EGS (transmission) timeout
CDCCGRA;CARB Codeword: Cruise control (GRA) message (reception)
CDCCIF;CARB Codeword: CAN interface, internal error
CDCCINS;CARB Codeword: CAN interface, instrument cluster timeout
CDCCKLA;CARB Codeword: CAN interface, AC timeout
CDCDK;CARB Codeword: Throttle valve (DK) potentiometer
CDCDK1P;CARB Codeword: Throttle valve 1st potentiometer
CDCDK2P;CARB Codeword: Throttle valve 2nd potentiometer
CDCDPL;CARB Codeword: Permanent positive (Terminal 30)
CDCDSBKV;CARB Codeword: Brake booster (BKV)
CDCDSL;CARB Codeword: Boost pressure sensor
CDCDSU;CARB Codeword: Ambient pressure sensor
CDCDSVLU;CARB Codeword: Pressure sensor signal comparison (Boost vs Ambient)
CDCDVEE;CARB Codeword: Electronic throttle (DV-E) power stage
CDCDVEF;CARB Codeword: Electronic throttle (DV-E) spring test error
CDCDVEL;CARB Codeword: Electronic throttle (DV-E) position deviation
CDCDVEN;CARB Codeword: Electronic throttle (DV-E) emergency air position test error
CDCDVER;CARB Codeword: Electronic throttle (DV-E) control range
